Event RA Dec t0 tE Ibl I0 Field Layer
OGLE-2012-BLG-0783 269.01166666666666 -30.05777777777778 2456094.18 40.216 17.848 20.436 EUC_LE1_VIS-67070-1-C_20250324T024404.000000Z_01_01_01.00.fits.gz 95
OGLE-2012-BLG-0790 268.54833333333335 -28.72138888888889 2456081.298 8.752 19.12 19.12 EUC_LE1_VIS-67070-1-C_20250323T203342.000000Z_01_01_01.00.fits.gz 123
OGLE-2012-BLG-0791 268.5833333333333 -30.378055555555555 2456077.069 14.087 18.697 20.608 EUC_LE1_VIS-67070-1-C_20250324T005828.000000Z_01_01_01.00.fits.gz 121
OGLE-2012-BLG-0794 268.65208333333334 -30.484166666666667 2456079.934 7.332 19.135 19.135 EUC_LE1_VIS-67070-1-C_20250324T014224.000000Z_01_01_01.00.fits.gz 52
OGLE-2012-BLG-0813 268.29375 -29.309722222222224 2456079.594 14.747 17.926 21.614 EUC_LE1_VIS-67070-1-C_20250323T223745.000000Z_01_01_01.00.fits.gz 108
OGLE-2012-BLG-0815 268.66 -30.51111111111112 2456090.564 19.591 19.368 19.368 EUC_LE1_VIS-67070-1-C_20250324T013404.000000Z_01_01_01.00.fits.gz 52
OGLE-2012-BLG-0824 269.34041666666667 -29.32 2456083.076 10.778 20.144 21.027 EUC_LE1_VIS-67070-1-C_20250324T055619.000000Z_01_01_01.00.fits.gz 99
OGLE-2012-BLG-0853 267.7554166666667 -28.70638888888889 2456083.236 0.78 15.156 15.156 EUC_LE1_VIS-67070-1-C_20250323T175626.000000Z_01_01_01.00.fits.gz 123
OGLE-2012-BLG-0857 267.33375 -30.014166666666668 2456098.311 28.289 20.206 20.206 EUC_LE1_VIS-67070-1-C_20250323T115516.000000Z_01_01_01.00.fits.gz 45
OGLE-2012-BLG-0858 268.46833333333336 -29.80888888888889 2456087.547 1.474 17.64 17.64 EUC_LE1_VIS-67070-1-C_20250324T005828.000000Z_01_01_01.00.fits.gz 75
OGLE-2012-BLG-0861 268.7029166666666 -29.372222222222224 2456088.936 14.392 19.434 20.569 EUC_LE1_VIS-67070-1-C_20250324T041119.000000Z_01_01_01.00.fits.gz 26
OGLE-2012-BLG-0866 269.14208333333335 -30.621944444444445 2456088.215 6.295 19.409 19.409 EUC_LE1_VIS-67070-1-C_20250324T031904.000000Z_01_01_01.00.fits.gz 141
OGLE-2012-BLG-0882 268.3229166666667 -30.17305555555556 2456089.742 13.402 20.26 22.302 EUC_LE1_VIS-67070-1-C_20250324T010648.000000Z_01_01_01.00.fits.gz 120
OGLE-2012-BLG-0888 268.555 -29.494722222222222 2456094.837 5.975 18.045 18.266 EUC_LE1_VIS-67070-1-C_20250323T225425.000000Z_01_01_01.00.fits.gz 123
OGLE-2012-BLG-0890 269.45375 -30.3725 2456093.479 50.544 19.773 21.649 EUC_LE1_VIS-67070-1-C_20250324T034404.000000Z_01_01_01.00.fits.gz 121
OGLE-2012-BLG-0905 267.8375 -28.465 2456095.105 28.775 20.452 21.797 EUC_LE1_VIS-67070-1-C_20250323T182126.000000Z_01_01_01.00.fits.gz 112
OGLE-2012-BLG-0914 267.7279166666666 -28.31416666666667 2456115.413 16.896 18.197 18.197 EUC_LE1_VIS-67070-1-C_20250323T180446.000000Z_01_01_01.00.fits.gz 86
OGLE-2012-BLG-0926 269.27916666666664 -29.67777777777778 2456099.536 13.641 19.484 19.484 EUC_LE1_VIS-67070-1-C_20250324T054759.000000Z_01_01_01.00.fits.gz 125
OGLE-2012-BLG-0927 269.33375 -30.471944444444443 2456153.816 32.69 16.848 16.848 EUC_LE1_VIS-67070-1-C_20250324T031904.000000Z_01_01_01.00.fits.gz 122
OGLE-2012-BLG-0938 268.22375000000005 -29.55666666666667 2456107.667 48.921 18.428 18.428 EUC_LE1_VIS-67070-1-C_20250323T210925.000000Z_01_01_01.00.fits.gz 59
OGLE-2012-BLG-0939 269.27583333333337 -28.43555555555556 2456113.973 20.51 17.864 17.864 EUC_LE1_VIS-67070-1-C_20250324T081654.000000Z_01_01_01.00.fits.gz 92
OGLE-2012-BLG-0940 269.0720833333333 -29.64472222222222 2456099.159 5.226 19.151 19.151 EUC_LE1_VIS-67070-1-C_20250324T054759.000000Z_01_01_01.00.fits.gz 131
OGLE-2012-BLG-0954 268.7575 -28.345 2456109.23 9.44 17.598 17.598 EUC_LE1_VIS-67070-1-C_20250324T063154.000000Z_01_01_01.00.fits.gz 5
OGLE-2012-BLG-0956 268.27416666666664 -29.653888888888886 2456100.739 5.508 18.934 20.274 EUC_LE1_VIS-67070-1-C_20250323T211745.000000Z_01_01_01.00.fits.gz 71
OGLE-2012-BLG-0960 268.61499999999995 -29.26833333333333 2456102.894 10.33 18.11 19.657 EUC_LE1_VIS-67070-1-C_20250323T225425.000000Z_01_01_01.00.fits.gz 97
OGLE-2012-BLG-0962 268.68583333333333 -29.039166666666667 2456101.485 16.438 19.343 19.343 EUC_LE1_VIS-67070-1-C_20250324T062334.000000Z_01_01_01.00.fits.gz 61
OGLE-2012-BLG-0969 268.2570833333333 -29.204166666666666 2456107.993 4.248 16.971 16.971 EUC_LE1_VIS-67070-1-C_20250323T230245.000000Z_01_01_01.00.fits.gz 107
OGLE-2012-BLG-0970 268.7154166666666 -28.31111111111112 2456100.825 10.764 19.467 19.467 EUC_LE1_VIS-67070-1-C_20250324T064014.000000Z_01_01_01.00.fits.gz 2
OGLE-2012-BLG-0971 268.80791666666664 -29.66555555555556 2456113.419 29.139 19.746 19.746 EUC_LE1_VIS-67070-1-C_20250324T040259.000000Z_01_01_01.00.fits.gz 53
OGLE-2012-BLG-0973 269.2104166666667 -29.37861111111112 2456102.144 8.236 18.577 18.577 EUC_LE1_VIS-67070-1-C_20250324T054759.000000Z_01_01_01.00.fits.gz 103
OGLE-2012-BLG-0987 268.2104166666667 -28.38361111111111 2456119.259 13.967 18.334 18.334 EUC_LE1_VIS-67070-1-C_20250323T184022.000000Z_01_01_01.00.fits.gz 22
OGLE-2012-BLG-0999 268.89958333333334 -29.80611111111111 2456112.145 20.99 19.497 20.306 EUC_LE1_VIS-67070-1-C_20250324T035439.000000Z_01_01_01.00.fits.gz 66
OGLE-2012-BLG-1000 269.34458333333333 -28.767777777777777 2456105.647 23.259 19.593 21.525 EUC_LE1_VIS-67070-1-C_20250324T080014.000000Z_01_01_01.00.fits.gz 111
OGLE-2012-BLG-1009 268.3616666666667 -28.481388888888887 2456106.068 4.769 19.722 19.722 EUC_LE1_VIS-67070-1-C_20250323T201702.000000Z_01_01_01.00.fits.gz 90
OGLE-2012-BLG-1034 269.0625 -30.21833333333333 2456114.234 46.325 18.921 21.968 EUC_LE1_VIS-67070-1-C_20250324T024404.000000Z_01_01_01.00.fits.gz 106
OGLE-2012-BLG-1035 269.3483333333333 -29.94833333333333 2456110.595 6.016 19.633 19.633 EUC_LE1_VIS-67070-1-C_20250324T033544.000000Z_01_01_01.00.fits.gz 88
OGLE-2012-BLG-1044 268.385 -30.5325 2456111.513 5.417 18.26 19.951 EUC_LE1_VIS-67070-1-C_20250324T005828.000000Z_01_01_01.00.fits.gz 138
OGLE-2012-BLG-1046 268.63625 -28.314722222222223 2456126.288 28.742 17.229 19.35 EUC_LE1_VIS-67070-1-C_20250324T064014.000000Z_01_01_01.00.fits.gz 1
OGLE-2012-BLG-1047 268.17 -28.45555555555556 2456112.925 23.619 19.15 22.553 EUC_LE1_VIS-67070-1-C_20250323T185702.000000Z_01_01_01.00.fits.gz 33
OGLE-2012-BLG-1052 269.2725 -28.86388888888889 2456125.535 14.203 19.086 19.086 EUC_LE1_VIS-67070-1-C_20250324T080834.000000Z_01_01_01.00.fits.gz 128
OGLE-2012-BLG-1073 268.32 -28.680833333333336 2456116.554 0.276 19.311 19.311 EUC_LE1_VIS-67070-1-C_20250323T201702.000000Z_01_01_01.00.fits.gz 120
OGLE-2012-BLG-1076 269.13625 -28.35388888888889 2456121.222 7.887 19.692 19.692 EUC_LE1_VIS-67070-1-C_20250324T080834.000000Z_01_01_01.00.fits.gz 84
OGLE-2012-BLG-1077 269.3708333333333 -29.729166666666664 2456116.568 23.683 19.684 20.735 EUC_LE1_VIS-67070-1-C_20250324T055619.000000Z_01_01_01.00.fits.gz 135
OGLE-2012-BLG-1082 268.74666666666667 -30.295 2456118.629 8.253 19.204 19.204 EUC_LE1_VIS-67070-1-C_20250324T014224.000000Z_01_01_01.00.fits.gz 38
OGLE-2012-BLG-1101 268.19625 -29.02138888888889 2456119.658 22.368 20.222 22.765 EUC_LE1_VIS-67070-1-C_20250323T210105.000000Z_01_01_01.00.fits.gz 10
OGLE-2012-BLG-1103 268.43291666666664 -28.753888888888888 2456123.108 16.356 20.088 20.088 EUC_LE1_VIS-67070-1-C_20250323T202522.000000Z_01_01_01.00.fits.gz 127
OGLE-2012-BLG-1105 269.1454166666667 -28.78 2456126.492 44.89 19.039 20.896 EUC_LE1_VIS-67070-1-C_20250324T080014.000000Z_01_01_01.00.fits.gz 120
OGLE-2012-BLG-1106 269.15833333333336 -30.460277777777776 2456150.074 35.649 18.648 19.572 EUC_LE1_VIS-67070-1-C_20250324T034404.000000Z_01_01_01.00.fits.gz 144
OGLE-2012-BLG-1116 268.7941666666667 -29.40972222222222 2456119.998 3.582 19.084 21.823 EUC_LE1_VIS-67070-1-C_20250324T041939.000000Z_01_01_01.00.fits.gz 32
OGLE-2012-BLG-1128 269.23375 -29.1375 2456120.736 0.949 18.541 18.541 EUC_LE1_VIS-67070-1-C_20250324T053939.000000Z_01_01_01.00.fits.gz 80
OGLE-2012-BLG-1133 267.8604166666667 -29.65194444444444 2456127.404 8.488 17.926 17.926 EUC_LE1_VIS-67070-1-C_20250323T205245.000000Z_01_01_01.00.fits.gz 52
OGLE-2012-BLG-1135 269.1675 -28.46305555555556 2456125.941 34.878 20.26 20.939 EUC_LE1_VIS-67070-1-C_20250324T082514.000000Z_01_01_01.00.fits.gz 93
OGLE-2012-BLG-1137 268.8566666666667 -29.922222222222224 2456145.015 46.026 20.292 20.88 EUC_LE1_VIS-67070-1-C_20250324T013404.000000Z_01_01_01.00.fits.gz 9
OGLE-2012-BLG-1155 269.00375 -28.55555555555556 2456127.966 12.412 18.999 20.933 EUC_LE1_VIS-67070-1-C_20250324T064014.000000Z_01_01_01.00.fits.gz 34
OGLE-2012-BLG-1158 268.68375000000003 -29.341944444444444 2456126.376 12.856 17.77 17.77 EUC_LE1_VIS-67070-1-C_20250324T041939.000000Z_01_01_01.00.fits.gz 25
OGLE-2012-BLG-1166 268.41 -30.17305555555556 2456125.51 0.082 18.136 18.136 EUC_LE1_VIS-67070-1-C_20250324T005828.000000Z_01_01_01.00.fits.gz 115
OGLE-2012-BLG-1168 268.05916666666667 -30.46638888888889 2456134.116 54.667 20.045 21.922 EUC_LE1_VIS-67070-1-C_20250323T231328.000000Z_01_01_01.00.fits.gz 66
OGLE-2012-BLG-1170 268.535 -29.620833333333334 2456126.369 3.214 18.969 18.969 EUC_LE1_VIS-67070-1-C_20250323T225425.000000Z_01_01_01.00.fits.gz 135
OGLE-2012-BLG-1184 268.1425 -29.60527777777778 2456131.444 25.784 18.968 18.968 EUC_LE1_VIS-67070-1-C_20250323T210105.000000Z_01_01_01.00.fits.gz 60
OGLE-2012-BLG-1190 268.4504166666666 -30.439722222222223 2456140.811 20.867 18.323 20.218 EUC_LE1_VIS-67070-1-C_20250324T005828.000000Z_01_01_01.00.fits.gz 140
OGLE-2012-BLG-1195 268.54 -28.883333333333333 2456133.803 3.501 18.706 20.451 EUC_LE1_VIS-67070-1-C_20250323T204202.000000Z_01_01_01.00.fits.gz 137
OGLE-2012-BLG-1196 267.9216666666667 -28.51333333333333 2456141.289 10.775 18.815 18.815 EUC_LE1_VIS-67070-1-C_20250323T184842.000000Z_01_01_01.00.fits.gz 26
OGLE-2012-BLG-1220 268.34125 -29.385555555555555 2456143.135 12.716 19.219 20.483 EUC_LE1_VIS-67070-1-C_20250323T225425.000000Z_01_01_01.00.fits.gz 120
OGLE-2012-BLG-1221 268.7933333333333 -28.563333333333333 2456155.674 30.26 19.524 19.524 EUC_LE1_VIS-67070-1-C_20250324T062334.000000Z_01_01_01.00.fits.gz 20
OGLE-2012-BLG-1234 268.26125 -29.781388888888888 2456143.446 14.061 18.064 18.064 EUC_LE1_VIS-67070-1-C_20250324T011508.000000Z_01_01_01.00.fits.gz 82
OGLE-2012-BLG-1235 268.51166666666666 -29.243333333333336 2456152.658 29.533 16.944 20.629 EUC_LE1_VIS-67070-1-C_20250323T210925.000000Z_01_01_01.00.fits.gz 99
OGLE-2012-BLG-1253 268.8216666666667 -28.724166666666665 2456154.533 10.19 17.63 20.186 EUC_LE1_VIS-67070-1-C_20250324T061514.000000Z_01_01_01.00.fits.gz 32
OGLE-2012-BLG-1262 268.68625 -29.48444444444445 2456151.473 1.824 17.648 17.648 EUC_LE1_VIS-67070-1-C_20250324T035439.000000Z_01_01_01.00.fits.gz 27
OGLE-2012-BLG-1263 268.89208333333335 -28.78861111111112 2456152.027 13.679 19.707 21.432 EUC_LE1_VIS-67070-1-C_20250324T061514.000000Z_01_01_01.00.fits.gz 42
OGLE-2012-BLG-1277 269.4166666666667 -29.16583333333333 2456154.491 0.164 19.122 19.122 EUC_LE1_VIS-67070-1-C_20250324T060439.000000Z_01_01_01.00.fits.gz 88
OGLE-2012-BLG-1289 267.84833333333336 -28.819166666666668 2456165.97 42.245 19.966 21.517 EUC_LE1_VIS-67070-1-C_20250323T175626.000000Z_01_01_01.00.fits.gz 136
OGLE-2012-BLG-1290 267.8679166666667 -30.265555555555554 2456156.686 20.249 19.843 19.843 EUC_LE1_VIS-67070-1-C_20250323T233828.000000Z_01_01_01.00.fits.gz 49
OGLE-2012-BLG-1291 268.40625 -30.023055555555555 2456161.313 10.875 18.583 18.583 EUC_LE1_VIS-67070-1-C_20250324T010648.000000Z_01_01_01.00.fits.gz 103
OGLE-2012-BLG-1294 269.37833333333333 -29.70888888888889 2456161.776 34.024 19.002 20.434 EUC_LE1_VIS-67070-1-C_20250324T053939.000000Z_01_01_01.00.fits.gz 121
OGLE-2012-BLG-1343 267.9270833333333 -28.51972222222222 2456168.236 43.882 19.167 22.465 EUC_LE1_VIS-67070-1-C_20250323T184842.000000Z_01_01_01.00.fits.gz 26
OGLE-2012-BLG-1344 267.56 -30.3725 2456185.296 15.478 16.789 16.789 EUC_LE1_VIS-67070-1-C_20250323T131516.000000Z_01_01_01.00.fits.gz 144
OGLE-2012-BLG-1345 267.9741666666667 -29.416944444444447 2456166.804 46.902 18.016 20.966 EUC_LE1_VIS-67070-1-C_20250323T211745.000000Z_01_01_01.00.fits.gz 39
OGLE-2012-BLG-1351 268.435 -29.15138888888889 2456182.979 50.033 18.759 20.512 EUC_LE1_VIS-67070-1-C_20250323T223745.000000Z_01_01_01.00.fits.gz 92
OGLE-2012-BLG-1352 268.35875 -29.135555555555555 2456165.133 21.427 19.114 20.962 EUC_LE1_VIS-67070-1-C_20250323T224605.000000Z_01_01_01.00.fits.gz 91
OGLE-2012-BLG-1356 268.9979166666667 -28.424166666666668 2456169.334 17.711 17.939 17.939 EUC_LE1_VIS-67070-1-C_20250324T064014.000000Z_01_01_01.00.fits.gz 22
OGLE-2012-BLG-1365 268.15708333333333 -29.239722222222223 2456172.129 28.541 18.256 21.631 EUC_LE1_VIS-67070-1-C_20250323T205245.000000Z_01_01_01.00.fits.gz 23
OGLE-2012-BLG-1376 267.99375000000003 -29.218888888888888 2456179.23 9.669 18.601 18.601 EUC_LE1_VIS-67070-1-C_20250323T211745.000000Z_01_01_01.00.fits.gz 29
OGLE-2012-BLG-1377 268.5375 -30.41055555555556 2456185.47 36.36 18.685 19.925 EUC_LE1_VIS-67070-1-C_20250324T010648.000000Z_01_01_01.00.fits.gz 135
OGLE-2012-BLG-1386 268.0466666666667 -28.523055555555555 2456166.904 5.903 18.545 18.545 EUC_LE1_VIS-67070-1-C_20250323T184022.000000Z_01_01_01.00.fits.gz 30
OGLE-2012-BLG-1395 268.2333333333333 -30.389722222222225 2456175.815 1.931 19.819 19.819 EUC_LE1_VIS-67070-1-C_20250323T233008.000000Z_01_01_01.00.fits.gz 70
OGLE-2012-BLG-1396 267.6766666666666 -29.41361111111111 2456175.647 0.238 18.166 18.166 EUC_LE1_VIS-67070-1-C_20250323T154411.000000Z_01_01_01.00.fits.gz 128
OGLE-2012-BLG-1398 268.63833333333326 -29.226666666666667 2456176.008 44.289 19.327 22.874 EUC_LE1_VIS-67070-1-C_20250324T035439.000000Z_01_01_01.00.fits.gz 4
OGLE-2012-BLG-1409 268.4475 -29.06583333333333 2456073.188 17.803 20.028 20.793 EUC_LE1_VIS-67070-1-C_20250323T224605.000000Z_01_01_01.00.fits.gz 77
OGLE-2012-BLG-1410 267.85291666666666 -29.093333333333334 2456013.557 7.624 20.209 20.209 EUC_LE1_VIS-67070-1-C_20250323T211745.000000Z_01_01_01.00.fits.gz 13
OGLE-2012-BLG-1412 268.5633333333333 -28.5825 2456079.542 14.061 20.107 20.107 EUC_LE1_VIS-67070-1-C_20250323T203342.000000Z_01_01_01.00.fits.gz 111
OGLE-2012-BLG-1413 268.0708333333334 -28.60361111111112 2456108.27 57.209 20.256 20.905 EUC_LE1_VIS-67070-1-C_20250323T183202.000000Z_01_01_01.00.fits.gz 31
OGLE-2012-BLG-1415 268.07916666666665 -30.203055555555554 2456004.424 11.968 20.052 20.55 EUC_LE1_VIS-67070-1-C_20250323T233008.000000Z_01_01_01.00.fits.gz 43
OGLE-2012-BLG-1416 268.54208333333327 -30.12444444444445 2456018.186 11.537 19.908 20.853 EUC_LE1_VIS-67070-1-C_20250324T011508.000000Z_01_01_01.00.fits.gz 111
OGLE-2012-BLG-1417 268.55125 -29.886666666666667 2456083.414 12.77 20.153 20.153 EUC_LE1_VIS-67070-1-C_20250324T012328.000000Z_01_01_01.00.fits.gz 86
OGLE-2012-BLG-1419 267.87041666666664 -30.0375 2456147.904 28.727 20.147 23.396 EUC_LE1_VIS-67070-1-C_20250323T233008.000000Z_01_01_01.00.fits.gz 25
OGLE-2012-BLG-1421 268.12750000000005 -29.6725 2456071.451 10.863 20.137 21.736 EUC_LE1_VIS-67070-1-C_20250323T211745.000000Z_01_01_01.00.fits.gz 67
OGLE-2012-BLG-1422 267.72666666666663 -29.82555555555556 2456086.758 15.485 20.079 22.485 EUC_LE1_VIS-67070-1-C_20250323T132336.000000Z_01_01_01.00.fits.gz 86
OGLE-2012-BLG-1423 268.18833333333333 -29.509166666666665 2456061.913 1.241 20.043 21.477 EUC_LE1_VIS-67070-1-C_20250323T210925.000000Z_01_01_01.00.fits.gz 58
OGLE-2012-BLG-1426 269.1854166666667 -28.38861111111111 2456048.066 14.877 20.085 20.085 EUC_LE1_VIS-67070-1-C_20250324T080014.000000Z_01_01_01.00.fits.gz 79
OGLE-2012-BLG-1427 269.16791666666666 -28.46305555555556 2456125.758 31.791 20.071 20.546 EUC_LE1_VIS-67070-1-C_20250324T082514.000000Z_01_01_01.00.fits.gz 93
OGLE-2012-BLG-1437 269.19875 -28.64527777777778 2456038.528 105.787 20.021 23.334 EUC_LE1_VIS-67070-1-C_20250324T080014.000000Z_01_01_01.00.fits.gz 103
OGLE-2012-BLG-1438 269.06208333333336 -28.767777777777777 2456121.561 1.026 20.11 20.11 EUC_LE1_VIS-67070-1-C_20250324T064014.000000Z_01_01_01.00.fits.gz 47
OGLE-2012-BLG-1439 268.78333333333336 -28.724444444444444 2456073.761 22.618 20.065 21.035 EUC_LE1_VIS-67070-1-C_20250324T061514.000000Z_01_01_01.00.fits.gz 32
OGLE-2012-BLG-1441 269.27583333333337 -30.51833333333333 2456122.139 1.458 20.143 20.143 EUC_LE1_VIS-67070-1-C_20250324T032724.000000Z_01_01_01.00.fits.gz 140
OGLE-2012-BLG-1501 267.4083333333333 -30.039444444444445 2456154.621 0.592 20.159 20.159 EUC_LE1_VIS-67070-1-C_20250323T114656.000000Z_01_01_01.00.fits.gz 46
OGLE-2012-BLG-1512 267.84083333333336 -28.497222222222224 2456168.8 5.987 20.081 20.081 EUC_LE1_VIS-67070-1-C_20250323T182126.000000Z_01_01_01.00.fits.gz 109
OGLE-2012-BLG-1513 268.5508333333333 -29.767777777777777 2456172.166 11.122 20.059 20.059 EUC_LE1_VIS-67070-1-C_20250324T005828.000000Z_01_01_01.00.fits.gz 76
OGLE-2012-BLG-1514 267.96166666666664 -29.43166666666667 2456171.806 7.092 20.271 20.271 EUC_LE1_VIS-67070-1-C_20250323T210105.000000Z_01_01_01.00.fits.gz 38
OGLE-2012-BLG-1515 268.8258333333333 -29.49527777777778 2456170.917 4.351 20.034 20.034 EUC_LE1_VIS-67070-1-C_20250324T041119.000000Z_01_01_01.00.fits.gz 41
OGLE-2012-BLG-1516 268.88375 -29.837777777777777 2456169.869 144.178 20.221 21.474 EUC_LE1_VIS-67070-1-C_20250324T040259.000000Z_01_01_01.00.fits.gz 67
OGLE-2012-BLG-1517 268.06375 -29.255277777777778 2456180.689 14.539 20.311 20.538 EUC_LE1_VIS-67070-1-C_20250323T210925.000000Z_01_01_01.00.fits.gz 30
OGLE-2012-BLG-1529 268.2925 -30.386388888888888 2456190.077 30.145 20.112 20.672 EUC_LE1_VIS-67070-1-C_20250324T011508.000000Z_01_01_01.00.fits.gz 143
OGLE-2012-BLG-1552 268.28875 -30.370555555555555 2456185.2 2.663 18.505 19.394 EUC_LE1_VIS-67070-1-C_20250324T005828.000000Z_01_01_01.00.fits.gz 130
OGLE-2012-BLG-1554 268.73583333333335 -29.822222222222223 2456182.927 23.212 18.233 20.853 EUC_LE1_VIS-67070-1-C_20250324T035439.000000Z_01_01_01.00.fits.gz 62
OGLE-2012-BLG-1564 268.8254166666667 -29.439722222222223 2456181.624 23.555 18.942 18.942 EUC_LE1_VIS-67070-1-C_20250324T035439.000000Z_01_01_01.00.fits.gz 30
OGLE-2012-BLG-1565 269.15791666666667 -28.852500000000003 2456239.348 90.043 20.226 20.226 EUC_LE1_VIS-67070-1-C_20250324T081654.000000Z_01_01_01.00.fits.gz 132
OGLE-2012-BLG-1579 269.0420833333333 -29.33722222222222 2456182.725 48.109 20.151 21.606 EUC_LE1_VIS-67070-1-C_20250324T055619.000000Z_01_01_01.00.fits.gz 107
OGLE-2012-BLG-1585 268.3358333333333 -28.38305555555556 2456189.041 2.848 16.832 16.832 EUC_LE1_VIS-67070-1-C_20250323T204202.000000Z_01_01_01.00.fits.gz 93
OGLE-2012-BLG-1587 268.51 -30.3425 2456191.757 8.033 17.617 17.617 EUC_LE1_VIS-67070-1-C_20250324T005828.000000Z_01_01_01.00.fits.gz 123
OGLE-2012-BLG-1596 268.8591666666667 -29.40972222222222 2456191.646 0.334 17.633 17.633 EUC_LE1_VIS-67070-1-C_20250324T041119.000000Z_01_01_01.00.fits.gz 31
OGLE-2012-BLG-1611 268.89875 -29.099444444444444 2456205.077 21.454 19.025 20.061 EUC_LE1_VIS-67070-1-C_20250324T041119.000000Z_01_01_01.00.fits.gz 9
OGLE-2012-BLG-1629 268.27916666666664 -28.31972222222222 2456203.782 7.394 18.566 18.566 EUC_LE1_VIS-67070-1-C_20250323T204202.000000Z_01_01_01.00.fits.gz 95
OGLE-2012-BLG-1632 268.44625 -29.7825 2456203.458 9.639 16.245 16.245 EUC_LE1_VIS-67070-1-C_20250324T011508.000000Z_01_01_01.00.fits.gz 77
OGLE-2012-BLG-1637 268.695 -29.644166666666667 2456211.772 20.575 18.432 18.432 EUC_LE1_VIS-67070-1-C_20250324T041119.000000Z_01_01_01.00.fits.gz 49
OGLE-2012-BLG-1667 268.4225 -29.981944444444444 2456215.973 21.729 18.85 20.513 EUC_LE1_VIS-67070-1-C_20250324T011508.000000Z_01_01_01.00.fits.gz 104
OGLE-2012-BLG-1681 269.24125000000004 -29.811666666666667 2456207.179 14.031 18.314 18.314 EUC_LE1_VIS-67070-1-C_20250324T054759.000000Z_01_01_01.00.fits.gz 138
OGLE-2012-BLG-1683 268.9870833333334 -30.515833333333333 2456228.567 43.586 18.932 19.567 EUC_LE1_VIS-67070-1-C_20250324T013404.000000Z_01_01_01.00.fits.gz 59
OGLE-2012-BLG-1693 269.1091666666666 -28.9775 2456211.401 58.856 18.512 21.607 EUC_LE1_VIS-67070-1-C_20250324T080014.000000Z_01_01_01.00.fits.gz 130
OGLE-2012-BLG-1696 267.6504166666667 -30.27833333333333 2456218.842 42.311 18.555 20.302 EUC_LE1_VIS-67070-1-C_20250323T133156.000000Z_01_01_01.00.fits.gz 140
OGLE-2012-BLG-1697 267.62166666666667 -30.08055555555556 2456190.546 0.057 17.216 17.216 EUC_LE1_VIS-67070-1-C_20250323T131516.000000Z_01_01_01.00.fits.gz 116
OGLE-2012-BLG-1698 268.41291666666666 -29.816666666666663 2456221.104 19.559 19.156 19.156 EUC_LE1_VIS-67070-1-C_20250324T012328.000000Z_01_01_01.00.fits.gz 91
OGLE-2012-BLG-1700 268.7095833333333 -28.94833333333333 2456263.799 24.464 16.408 16.408 EUC_LE1_VIS-67070-1-C_20250324T063154.000000Z_01_01_01.00.fits.gz 52
OGLE-2012-BLG-1712 268.7133333333333 -29.203055555555554 2456243.115 221.389 18.747 21.894 EUC_LE1_VIS-67070-1-C_20250324T041939.000000Z_01_01_01.00.fits.gz 14
OGLE-2012-BLG-1718 267.9716666666667 -30.36833333333333 2456212.02 16.822 18.699 19.458 EUC_LE1_VIS-67070-1-C_20250323T232148.000000Z_01_01_01.00.fits.gz 51
OGLE-2012-BLG-1719 268.2775 -29.939444444444444 2456221.075 11.372 19.216 19.216 EUC_LE1_VIS-67070-1-C_20250324T005828.000000Z_01_01_01.00.fits.gz 96
OGLE-2012-BLG-1737 268.49541666666664 -29.25138888888889 2456258.281 16.647 16.377 16.377 EUC_LE1_VIS-67070-1-C_20250323T205245.000000Z_01_01_01.00.fits.gz 86
OGLE-2012-BLG-1741 267.9908333333334 -29.470277777777778 2456219.29 9.882 20.142 20.142 EUC_LE1_VIS-67070-1-C_20250323T210105.000000Z_01_01_01.00.fits.gz 44
OGLE-2013-BLG-0001 268.6045833333333 -28.991666666666667 2456358.045 36.424 19.149 20.915 EUC_LE1_VIS-67070-1-C_20250323T230245.000000Z_01_01_01.00.fits.gz 73
OGLE-2013-BLG-0002 268.37541666666664 -29.070833333333333 2456342.286 6.139 18.684 18.684 EUC_LE1_VIS-67070-1-C_20250323T230245.000000Z_01_01_01.00.fits.gz 91
OGLE-2013-BLG-0003 268.78041666666667 -28.883333333333333 2456337.614 13.79 19.27 20.273 EUC_LE1_VIS-67070-1-C_20250324T063154.000000Z_01_01_01.00.fits.gz 50
OGLE-2013-BLG-0004 268.6770833333333 -28.663888888888888 2456331.68 102.767 17.583 21.107 EUC_LE1_VIS-67070-1-C_20250324T063154.000000Z_01_01_01.00.fits.gz 28
OGLE-2013-BLG-0006 268.19625 -28.890277777777776 2456348.574 18.588 18.234 21.394 EUC_LE1_VIS-67070-1-C_20250323T184842.000000Z_01_01_01.00.fits.gz 69
OGLE-2013-BLG-0007 268.12583333333333 -28.75027777777778 2456342.688 34.596 20.295 21.255 EUC_LE1_VIS-67070-1-C_20250323T185702.000000Z_01_01_01.00.fits.gz 54
OGLE-2013-BLG-0013 267.60875 -29.81583333333333 2456362.553 22.247 15.694 15.694 EUC_LE1_VIS-67070-1-C_20250323T131516.000000Z_01_01_01.00.fits.gz 92
OGLE-2013-BLG-0025 269.37708333333336 -28.35083333333333 2456354.731 61.362 18.119 20.534 EUC_LE1_VIS-67070-1-C_20250324T082514.000000Z_01_01_01.00.fits.gz 73
OGLE-2013-BLG-0026 269.2158333333333 -28.59472222222222 2456351.302 8.033 19.909 19.909 EUC_LE1_VIS-67070-1-C_20250324T082514.000000Z_01_01_01.00.fits.gz 102
