Event RA Dec t0 tE Ibl I0 Field Layer
OGLE-BLG501.10.175647 268.2645 -29.870833333333334 2456838.095 5.504 NULL NULL EUC_LE1_VIS-67070-1-C_20250324T011508.000000Z_01_01_01.00.fits.gz 95
OGLE-BLG501.10.66669 268.385375 -29.93958333333333 2456455.476 23.472 16.383606 18.883606 EUC_LE1_VIS-67070-1-C_20250324T010648.000000Z_01_01_01.00.fits.gz 90
OGLE-BLG501.10.71519 268.34325 -29.934166666666663 2456015.202 16.255 19.839193 20.451413 EUC_LE1_VIS-67070-1-C_20250324T011508.000000Z_01_01_01.00.fits.gz 93
OGLE-BLG501.11.116454 268.146375 -29.91963888888889 2457204.756 55.949 18.711941 19.299633 EUC_LE1_VIS-67070-1-C_20250323T232148.000000Z_01_01_01.00.fits.gz 22
OGLE-BLG501.11.125685 268.140875 -29.952416666666664 2456070.052 17.573 19.373442 19.551173 EUC_LE1_VIS-67070-1-C_20250323T232148.000000Z_01_01_01.00.fits.gz 24
OGLE-BLG501.11.163590 268.1100833333333 -29.861166666666666 2456564.423 18.303 18.976112 19.329769 EUC_LE1_VIS-67070-1-C_20250323T231328.000000Z_01_01_01.00.fits.gz 12
OGLE-BLG501.11.172022 268.0835833333333 -29.89211111111111 2455798.853 10.758 NULL NULL EUC_LE1_VIS-67070-1-C_20250323T233008.000000Z_01_01_01.00.fits.gz 21
OGLE-BLG501.11.51453 268.1886666666667 -29.869055555555555 2455834.23 37.174 18.11289 19.067769 EUC_LE1_VIS-67070-1-C_20250323T233008.000000Z_01_01_01.00.fits.gz 22
OGLE-BLG501.11.54564 268.186875 -29.873666666666665 2457118.225 26.887 19.800288 20.765684 EUC_LE1_VIS-67070-1-C_20250323T233008.000000Z_01_01_01.00.fits.gz 22
OGLE-BLG501.11.8228 268.24375 -29.9015 2456505.19 38.967 19.258295 19.935383 EUC_LE1_VIS-67070-1-C_20250324T010648.000000Z_01_01_01.00.fits.gz 95
OGLE-BLG501.12.11232 268.03154166666667 -29.96033333333333 2455634.883 5.106 16.79745 18.696077 EUC_LE1_VIS-67070-1-C_20250323T232148.000000Z_01_01_01.00.fits.gz 19
OGLE-BLG501.12.137426 267.9295833333333 -29.870416666666667 2456966.451 103.126 17.709508 18.183927 EUC_LE1_VIS-67070-1-C_20250323T233828.000000Z_01_01_01.00.fits.gz 14
OGLE-BLG501.12.19792 268.0595416666667 -29.975722222222224 2456914.049 38.352 NULL NULL EUC_LE1_VIS-67070-1-C_20250323T233828.000000Z_01_01_01.00.fits.gz 30
OGLE-BLG501.12.43179 267.98566666666665 -29.886305555555555 2457219.895 7.267 16.416995 16.713533 EUC_LE1_VIS-67070-1-C_20250323T233008.000000Z_01_01_01.00.fits.gz 17
OGLE-BLG501.12.51338 268.019375 -29.89144444444444 2455836.554 8.522 19.741021 22.951012 EUC_LE1_VIS-67070-1-C_20250323T233008.000000Z_01_01_01.00.fits.gz 18
OGLE-BLG501.13.116108 267.79566666666665 -28.12108333333333 2457164.876 43.375 18.766265 18.887921 EUC_LE1_VIS-67070-1-C_20250323T180446.000000Z_01_01_01.00.fits.gz 76
OGLE-BLG501.13.135792 267.75333333333333 -29.96286111111111 2457140.233 7.98 19.499949 19.760012 EUC_LE1_VIS-67070-1-C_20250323T134016.000000Z_01_01_01.00.fits.gz 111
OGLE-BLG501.13.138484 267.73829166666667 -29.98125 2455685.604 18.55 19.20932 19.373074 EUC_LE1_VIS-67070-1-C_20250323T134016.000000Z_01_01_01.00.fits.gz 111
OGLE-BLG501.13.151818 267.74308333333335 -28.12683333333333 2456903.68 120.559 18.436696 18.566887 EUC_LE1_VIS-67070-1-C_20250323T180446.000000Z_01_01_01.00.fits.gz 75
OGLE-BLG501.13.152092 267.744125 -28.097972222222225 2456775.799 14.843 NULL NULL EUC_LE1_VIS-67070-1-C_20250323T181306.000000Z_01_01_01.00.fits.gz 75
OGLE-BLG501.13.16878 267.87016666666665 -29.985722222222225 2455419.308 18.756 NULL NULL EUC_LE1_VIS-67070-1-C_20250323T233828.000000Z_01_01_01.00.fits.gz 25
OGLE-BLG501.13.40321 267.8204583333333 -29.873083333333334 2456699.177 17.78 16.38303 16.668214 EUC_LE1_VIS-67070-1-C_20250323T231328.000000Z_01_01_01.00.fits.gz 4
OGLE-BLG501.13.55353 267.83875 -29.958694444444443 2457316.231 19.936 19.985272 20.492103 EUC_LE1_VIS-67070-1-C_20250323T233008.000000Z_01_01_01.00.fits.gz 16
OGLE-BLG501.13.69915 267.81525 -28.088444444444445 2456937.154 6.733 NULL NULL EUC_LE1_VIS-67070-1-C_20250323T181306.000000Z_01_01_01.00.fits.gz 76
OGLE-BLG501.13.73578 267.8229166666667 -28.07433333333333 2457069.101 79.518 NULL NULL EUC_LE1_VIS-67070-1-C_20250323T182126.000000Z_01_01_01.00.fits.gz 76
OGLE-BLG501.13.94246 267.7925833333333 -29.93 2456536.193 24.319 17.767969 18.73866 EUC_LE1_VIS-67070-1-C_20250323T133156.000000Z_01_01_01.00.fits.gz 97
OGLE-BLG501.14.106302 267.5575416666667 -29.912333333333333 2456566.386 20.407 NULL NULL EUC_LE1_VIS-67070-1-C_20250323T132336.000000Z_01_01_01.00.fits.gz 103
OGLE-BLG501.14.109379 267.5745416666667 -29.95769444444444 2455468.345 93.508 17.181933 17.393434 EUC_LE1_VIS-67070-1-C_20250323T131516.000000Z_01_01_01.00.fits.gz 103
OGLE-BLG501.14.130303 267.5409583333333 -28.13780555555556 2455417.963 6.142 20.852853 21.681888 EUC_LE1_VIS-67070-1-C_20250323T182126.000000Z_01_01_01.00.fits.gz 81
OGLE-BLG501.14.20329 267.6981666666667 -28.054694444444443 2455626.458 12.325 16.087032 18.463987 EUC_LE1_VIS-67070-1-C_20250323T182126.000000Z_01_01_01.00.fits.gz 80
OGLE-BLG501.14.520 267.67875 -29.885555555555555 2457336.27 21.368 NULL NULL EUC_LE1_VIS-67070-1-C_20250323T133156.000000Z_01_01_01.00.fits.gz 104
OGLE-BLG501.14.6040 267.6942916666667 -29.89736111111111 2457184.424 7.838 19.540501 19.855747 EUC_LE1_VIS-67070-1-C_20250323T134016.000000Z_01_01_01.00.fits.gz 101
OGLE-BLG501.14.65663 267.62529166666667 -28.139388888888888 2455679.431 10.05 19.873836 21.283429 EUC_LE1_VIS-67070-1-C_20250323T180446.000000Z_01_01_01.00.fits.gz 79
OGLE-BLG501.14.83021 267.622125 -29.992444444444445 2455807.679 7.142 NULL NULL EUC_LE1_VIS-67070-1-C_20250323T131516.000000Z_01_01_01.00.fits.gz 101
OGLE-BLG501.15.15517 267.51675 -28.07811111111111 2456205.242 30.864 20.520686 21.711319 EUC_LE1_VIS-67070-1-C_20250323T182126.000000Z_01_01_01.00.fits.gz 84
OGLE-BLG501.15.16226 267.52325 -28.102611111111116 2455765.313 36.442 18.46677 20.924187 EUC_LE1_VIS-67070-1-C_20250323T181306.000000Z_01_01_01.00.fits.gz 84
OGLE-BLG501.15.42873 267.46008333333333 -28.15794444444445 2455377.171 54.662 19.137801 19.297774 EUC_LE1_VIS-67070-1-C_20250323T181306.000000Z_01_01_01.00.fits.gz 82
OGLE-BLG501.15.61522 267.41 -28.118805555555557 2455637.919 38.535 18.299809 20.667113 EUC_LE1_VIS-67070-1-C_20250323T162806.000000Z_01_01_01.00.fits.gz 10
OGLE-BLG501.17.101642 268.72083333333336 -28.41391666666667 2456027.983 5.115 18.815561 20.641779 EUC_LE1_VIS-67070-1-C_20250324T061514.000000Z_01_01_01.00.fits.gz 2
OGLE-BLG501.17.104339 268.7169166666667 -28.43425 2456891.665 6.192 17.542571 18.018672 EUC_LE1_VIS-67070-1-C_20250324T062334.000000Z_01_01_01.00.fits.gz 3
OGLE-BLG501.17.105954 268.72729166666664 -28.446694444444443 2456455.676 1.359 18.685566 18.810872 EUC_LE1_VIS-67070-1-C_20250324T064014.000000Z_01_01_01.00.fits.gz 14
OGLE-BLG501.17.162882 268.69008333333335 -28.39922222222222 2456463.588 36.666 19.632944 20.785254 EUC_LE1_VIS-67070-1-C_20250324T063154.000000Z_01_01_01.00.fits.gz 3
OGLE-BLG501.17.164520 268.6719583333333 -28.42775 2455700.976 25.904 19.37634 19.543888 EUC_LE1_VIS-67070-1-C_20250324T062334.000000Z_01_01_01.00.fits.gz 4
OGLE-BLG501.17.167741 268.6658333333333 -28.43636111111111 2456434.549 25.534 18.375442 18.553173 EUC_LE1_VIS-67070-1-C_20250324T062334.000000Z_01_01_01.00.fits.gz 4
OGLE-BLG501.17.210586 268.6370416666667 -28.33138888888889 2455728.793 35.484 18.809395 19.035505 EUC_LE1_VIS-67070-1-C_20250324T064014.000000Z_01_01_01.00.fits.gz 1
OGLE-BLG501.17.47860 268.77641666666665 -28.453444444444443 2456032.925 12.232 NULL NULL EUC_LE1_VIS-67070-1-C_20250324T064014.000000Z_01_01_01.00.fits.gz 17
OGLE-BLG501.17.78448 268.7164583333333 -28.308055555555555 2456777.461 9.767 19.211034 20.760506 EUC_LE1_VIS-67070-1-C_20250324T064014.000000Z_01_01_01.00.fits.gz 2
OGLE-BLG501.17.88718 268.695375 -28.35575 2456211.777 24.224 18.44186 19.613163 EUC_LE1_VIS-67070-1-C_20250324T063154.000000Z_01_01_01.00.fits.gz 2
OGLE-BLG501.17.89584 268.69625 -28.38758333333333 2456249.822 78.584 17.919736 18.741804 EUC_LE1_VIS-67070-1-C_20250324T062334.000000Z_01_01_01.00.fits.gz 2
OGLE-BLG501.18.102703 268.54466666666667 -28.41552777777778 2456559.15 27.822 17.328391 18.81204 EUC_LE1_VIS-67070-1-C_20250323T202522.000000Z_01_01_01.00.fits.gz 86
OGLE-BLG501.18.118373 268.5180833333333 -28.18675 2455588.959 54.605 18.840227 19.887914 EUC_LE1_VIS-67070-1-C_20250323T204202.000000Z_01_01_01.00.fits.gz 75
OGLE-BLG501.18.130478 268.499875 -28.23086111111111 2455494.15 39.239 18.102929 18.325035 EUC_LE1_VIS-67070-1-C_20250323T202522.000000Z_01_01_01.00.fits.gz 75
OGLE-BLG501.18.139993 268.47379166666667 -28.27019444444445 2455470.416 4.625 NULL NULL EUC_LE1_VIS-67070-1-C_20250323T201702.000000Z_01_01_01.00.fits.gz 75
OGLE-BLG501.18.142141 268.48179166666665 -28.306916666666663 2456358.807 17.752 18.374076 19.135372 EUC_LE1_VIS-67070-1-C_20250323T204202.000000Z_01_01_01.00.fits.gz 92
OGLE-BLG501.18.143351 268.4945416666667 -28.28702777777778 2456886.67 17.981 19.319929 23.127126 EUC_LE1_VIS-67070-1-C_20250323T202522.000000Z_01_01_01.00.fits.gz 74
OGLE-BLG501.18.159593 268.4943333333333 -28.370527777777777 2456606.507 82.345 NULL NULL EUC_LE1_VIS-67070-1-C_20250323T204202.000000Z_01_01_01.00.fits.gz 89
OGLE-BLG501.18.203219 268.46495833333336 -28.278861111111112 2456825.736 24.758 19.388668 19.639117 EUC_LE1_VIS-67070-1-C_20250323T203342.000000Z_01_01_01.00.fits.gz 77
OGLE-BLG501.18.208448 268.46066666666667 -28.348694444444448 2455603.565 56.538 18.122559 18.246647 EUC_LE1_VIS-67070-1-C_20250323T203342.000000Z_01_01_01.00.fits.gz 92
OGLE-BLG501.18.211377 268.4347916666667 -28.316194444444445 2456381.049 22.078 19.237153 19.932626 EUC_LE1_VIS-67070-1-C_20250323T201702.000000Z_01_01_01.00.fits.gz 77
OGLE-BLG501.18.45860 268.5840416666667 -28.43133333333333 2456489.927 22.464 18.290243 18.8668 EUC_LE1_VIS-67070-1-C_20250323T204202.000000Z_01_01_01.00.fits.gz 99
OGLE-BLG501.18.62022 268.54075 -28.21677777777778 2456056.752 4.487 17.973374 20.876251 EUC_LE1_VIS-67070-1-C_20250323T204202.000000Z_01_01_01.00.fits.gz 74
OGLE-BLG501.18.82603 268.54495833333334 -28.278361111111117 2457109.273 5.487 19.145607 19.537525 EUC_LE1_VIS-67070-1-C_20250323T202522.000000Z_01_01_01.00.fits.gz 74
OGLE-BLG501.18.86754 268.556125 -28.315305555555558 2456429.132 10.249 NULL NULL EUC_LE1_VIS-67070-1-C_20250323T201702.000000Z_01_01_01.00.fits.gz 73
OGLE-BLG501.18.86842 268.530625 -28.31808333333333 2456424.255 9.52 17.877845 19.279513 EUC_LE1_VIS-67070-1-C_20250323T201702.000000Z_01_01_01.00.fits.gz 74
OGLE-BLG501.18.92461 268.5349166666667 -28.34541666666667 2456107.206 19.229 19.25265 19.821846 EUC_LE1_VIS-67070-1-C_20250323T201702.000000Z_01_01_01.00.fits.gz 74
OGLE-BLG501.19.114172 268.308625 -28.17597222222222 2455801.531 39.642 16.027468 16.557047 EUC_LE1_VIS-67070-1-C_20250323T204202.000000Z_01_01_01.00.fits.gz 84
OGLE-BLG501.19.134919 268.3084583333333 -28.2565 2456477.697 20.706 19.563822 20.288529 EUC_LE1_VIS-67070-1-C_20250323T202522.000000Z_01_01_01.00.fits.gz 84
OGLE-BLG501.19.14303 268.39325 -28.256777777777778 2457310.513 30.109 17.968816 19.559786 EUC_LE1_VIS-67070-1-C_20250323T204202.000000Z_01_01_01.00.fits.gz 78
OGLE-BLG501.19.18022 268.41520833333334 -28.25263888888889 2457095.609 25.747 19.602824 20.395207 EUC_LE1_VIS-67070-1-C_20250323T204202.000000Z_01_01_01.00.fits.gz 78
OGLE-BLG501.19.186335 268.2755833333333 -28.22813888888889 2456021.313 9.147 NULL NULL EUC_LE1_VIS-67070-1-C_20250323T203342.000000Z_01_01_01.00.fits.gz 83
OGLE-BLG501.19.206951 268.27433333333335 -28.345916666666668 2456100.796 3.426 18.941592 22.238489 EUC_LE1_VIS-67070-1-C_20250323T203342.000000Z_01_01_01.00.fits.gz 95
OGLE-BLG501.19.213177 268.264 -28.35688888888889 2457240.349 41.589 18.666065 18.945616 EUC_LE1_VIS-67070-1-C_20250323T203342.000000Z_01_01_01.00.fits.gz 95
OGLE-BLG501.19.23744 268.4005 -28.30377777777778 2455837.31 33.664 18.838963 18.978991 EUC_LE1_VIS-67070-1-C_20250323T204202.000000Z_01_01_01.00.fits.gz 91
OGLE-BLG501.19.2578 268.4189583333333 -28.176916666666667 2456902.986 76.451 18.62471 18.820494 EUC_LE1_VIS-67070-1-C_20250323T204202.000000Z_01_01_01.00.fits.gz 79
OGLE-BLG501.19.4391 268.4130416666667 -28.18311111111111 2456221.233 18.747 NULL NULL EUC_LE1_VIS-67070-1-C_20250323T204202.000000Z_01_01_01.00.fits.gz 79
OGLE-BLG501.19.49615 268.4175833333333 -28.433444444444444 2456117.28 7.153 18.290592 19.296354 EUC_LE1_VIS-67070-1-C_20250323T204202.000000Z_01_01_01.00.fits.gz 103
OGLE-BLG501.19.64349 268.35375 -28.22475 2456866.756 10.803 18.970687 19.85223 EUC_LE1_VIS-67070-1-C_20250323T204202.000000Z_01_01_01.00.fits.gz 84
OGLE-BLG501.19.68711 268.382875 -28.237 2455989.408 113.931 17.208585 18.09503 EUC_LE1_VIS-67070-1-C_20250323T204202.000000Z_01_01_01.00.fits.gz 78
OGLE-BLG501.19.68872 268.34208333333333 -28.237 2456720.45 1.617 17.135871 20.478976 EUC_LE1_VIS-67070-1-C_20250323T202522.000000Z_01_01_01.00.fits.gz 84
OGLE-BLG501.19.71642 268.37558333333334 -28.249 2455805.727 2.219 18.228848 18.673428 EUC_LE1_VIS-67070-1-C_20250323T204202.000000Z_01_01_01.00.fits.gz 78
OGLE-BLG501.19.76483 268.38370833333335 -28.278972222222222 2455500.292 17.17 15.70239 15.990401 EUC_LE1_VIS-67070-1-C_20250323T201702.000000Z_01_01_01.00.fits.gz 79
OGLE-BLG501.19.80382 268.358 -28.29325 2455392.628 4.337 18.937768 19.424016 EUC_LE1_VIS-67070-1-C_20250323T202522.000000Z_01_01_01.00.fits.gz 78
OGLE-BLG501.19.83877 268.38125 -28.27402777777778 2456826.142 35.296 19.818833 20.141361 EUC_LE1_VIS-67070-1-C_20250323T201702.000000Z_01_01_01.00.fits.gz 79
OGLE-BLG501.19.85791 268.3412083333333 -28.33275 2455737.783 10.789 17.550882 17.823433 EUC_LE1_VIS-67070-1-C_20250323T201702.000000Z_01_01_01.00.fits.gz 78
OGLE-BLG501.20.100459 268.1664583333333 -28.43575 2456895.96 52.247 18.864338 19.170909 EUC_LE1_VIS-67070-1-C_20250323T183202.000000Z_01_01_01.00.fits.gz 22
OGLE-BLG501.20.135100 268.11604166666666 -28.3295 2457272.088 4.348 NULL NULL EUC_LE1_VIS-67070-1-C_20250323T191522.000000Z_01_01_01.00.fits.gz 12
OGLE-BLG501.20.135913 268.13433333333336 -28.34388888888889 2455999.853 7.654 NULL NULL EUC_LE1_VIS-67070-1-C_20250323T191522.000000Z_01_01_01.00.fits.gz 12
OGLE-BLG501.20.14069 268.230375 -28.240944444444445 2456454.013 14.258 NULL NULL EUC_LE1_VIS-67070-1-C_20250323T185702.000000Z_01_01_01.00.fits.gz 11
OGLE-BLG501.20.144498 268.1325 -28.39475 2456245.72 30.155 14.467768 14.954016 EUC_LE1_VIS-67070-1-C_20250323T184022.000000Z_01_01_01.00.fits.gz 21
OGLE-BLG501.20.149137 268.1574166666667 -28.40155555555556 2456350.682 23.344 NULL NULL EUC_LE1_VIS-67070-1-C_20250323T184022.000000Z_01_01_01.00.fits.gz 21
OGLE-BLG501.20.153384 268.14929166666667 -28.434194444444444 2456887.559 9.899 18.968021 22.178012 EUC_LE1_VIS-67070-1-C_20250323T183202.000000Z_01_01_01.00.fits.gz 22
OGLE-BLG501.20.166528 268.1082083333333 -28.209166666666665 2456018.146 31.103 19.410407 20.304246 EUC_LE1_VIS-67070-1-C_20250323T185702.000000Z_01_01_01.00.fits.gz 9
OGLE-BLG501.20.17547 268.23154166666666 -28.24088888888889 2456391.087 8.805 20.015791 20.678791 EUC_LE1_VIS-67070-1-C_20250323T185702.000000Z_01_01_01.00.fits.gz 11
OGLE-BLG501.20.175562 268.113375 -28.294194444444447 2455846.03 19.78 14.72999 14.973623 EUC_LE1_VIS-67070-1-C_20250323T184842.000000Z_01_01_01.00.fits.gz 12
OGLE-BLG501.20.176869 268.09525 -28.27602777777778 2456028.003 20.701 17.976065 18.255616 EUC_LE1_VIS-67070-1-C_20250323T184842.000000Z_01_01_01.00.fits.gz 12
OGLE-BLG501.20.179469 268.0930416666667 -28.269916666666667 2456129.568 47.5 19.380653 20.885803 EUC_LE1_VIS-67070-1-C_20250323T185702.000000Z_01_01_01.00.fits.gz 7
OGLE-BLG501.20.193012 268.07670833333333 -28.37475 2456024.376 14.992 NULL NULL EUC_LE1_VIS-67070-1-C_20250323T204202.000000Z_01_01_01.00.fits.gz 18
OGLE-BLG501.20.194055 268.08175 -28.35455555555556 2455442.617 34.508 19.448875 20.02728 EUC_LE1_VIS-67070-1-C_20250323T204202.000000Z_01_01_01.00.fits.gz 18
OGLE-BLG501.20.197833 268.084 -28.39386111111111 2456503.489 12.633 17.500695 19.424573 EUC_LE1_VIS-67070-1-C_20250323T184022.000000Z_01_01_01.00.fits.gz 18
OGLE-BLG501.20.22439 268.21358333333336 -28.283444444444445 2456733.517 1.044 NULL NULL EUC_LE1_VIS-67070-1-C_20250323T184842.000000Z_01_01_01.00.fits.gz 11
OGLE-BLG501.20.23534 268.2344166666667 -28.305694444444445 2457031.707 80.978 19.184753 20.174188 EUC_LE1_VIS-67070-1-C_20250323T202522.000000Z_01_01_01.00.fits.gz 82
OGLE-BLG501.20.29240 268.2257916666667 -28.328138888888887 2456097.749 4.171 19.600753 20.590188 EUC_LE1_VIS-67070-1-C_20250323T185702.000000Z_01_01_01.00.fits.gz 22
OGLE-BLG501.20.5803 268.2171666666667 -28.212805555555555 2457245.645 13.576 16.805469 16.998655 EUC_LE1_VIS-67070-1-C_20250323T203342.000000Z_01_01_01.00.fits.gz 83
OGLE-BLG501.20.58147 268.19975 -28.226750000000003 2456481.912 5.742 19.112259 20.332551 EUC_LE1_VIS-67070-1-C_20250323T184842.000000Z_01_01_01.00.fits.gz 10
OGLE-BLG501.20.59062 268.2001666666667 -28.20105555555556 2455802.065 12.017 19.87882 22.446001 EUC_LE1_VIS-67070-1-C_20250323T185702.000000Z_01_01_01.00.fits.gz 10
OGLE-BLG501.20.62219 268.18266666666665 -28.261805555555554 2455668.587 32.308 16.661155 16.888602 EUC_LE1_VIS-67070-1-C_20250323T184022.000000Z_01_01_01.00.fits.gz 10
OGLE-BLG501.20.71948 268.204375 -28.291777777777774 2456720.552 10.704 18.90634 19.492169 EUC_LE1_VIS-67070-1-C_20250323T184842.000000Z_01_01_01.00.fits.gz 11
OGLE-BLG501.20.87103 268.16629166666667 -28.373472222222222 2456561.881 6.9 18.65211 18.846594 EUC_LE1_VIS-67070-1-C_20250323T184842.000000Z_01_01_01.00.fits.gz 22
OGLE-BLG501.20.94837 268.1714583333333 -28.41958333333333 2457132.878 22.082 18.744281 19.339462 EUC_LE1_VIS-67070-1-C_20250323T183202.000000Z_01_01_01.00.fits.gz 22
OGLE-BLG501.20.95584 268.2035 -28.39305555555556 2455674.654 15.832 19.774117 20.511597 EUC_LE1_VIS-67070-1-C_20250323T184022.000000Z_01_01_01.00.fits.gz 22
OGLE-BLG501.21.126004 267.9639583333333 -28.41722222222222 2456165.815 5.464 16.985397 20.947964 EUC_LE1_VIS-67070-1-C_20250323T184842.000000Z_01_01_01.00.fits.gz 15
OGLE-BLG501.21.168642 267.915 -28.38272222222222 2456813.617 37.885 19.332753 20.322188 EUC_LE1_VIS-67070-1-C_20250323T184842.000000Z_01_01_01.00.fits.gz 14
OGLE-BLG501.21.31797 268.0492083333333 -28.37447222222222 2456389.017 4.408 19.089662 19.626337 EUC_LE1_VIS-67070-1-C_20250323T204202.000000Z_01_01_01.00.fits.gz 18
OGLE-BLG501.22.136452 267.725875 -28.361972222222224 2457336.526 31.03 16.269385 16.518467 EUC_LE1_VIS-67070-1-C_20250323T181306.000000Z_01_01_01.00.fits.gz 99
OGLE-BLG501.22.140668 267.7385 -28.36063888888889 2457285.115 26.508 NULL NULL EUC_LE1_VIS-67070-1-C_20250323T181306.000000Z_01_01_01.00.fits.gz 99
OGLE-BLG501.22.40559 267.827125 -28.208388888888887 2455849.961 47.55 17.704766 18.062944 EUC_LE1_VIS-67070-1-C_20250323T181306.000000Z_01_01_01.00.fits.gz 88
OGLE-BLG501.22.63152 267.8183333333333 -28.359305555555554 2457213.558 1.654 NULL NULL EUC_LE1_VIS-67070-1-C_20250323T181306.000000Z_01_01_01.00.fits.gz 100
OGLE-BLG501.22.83467 267.7699166666667 -28.196305555555558 2455451.642 25.144 20.307744 21.265243 EUC_LE1_VIS-67070-1-C_20250323T182126.000000Z_01_01_01.00.fits.gz 87
OGLE-BLG501.23.12456 267.68741666666665 -28.308666666666667 2455994.641 2.428 NULL NULL EUC_LE1_VIS-67070-1-C_20250323T180446.000000Z_01_01_01.00.fits.gz 89
OGLE-BLG501.23.125251 267.57620833333334 -28.422527777777777 2457191.291 17.652 20.422381 20.762587 EUC_LE1_VIS-67070-1-C_20250323T175626.000000Z_01_01_01.00.fits.gz 103
OGLE-BLG501.23.42165 267.668125 -28.294527777777777 2457304.757 18.073 19.086912 19.920617 EUC_LE1_VIS-67070-1-C_20250323T181306.000000Z_01_01_01.00.fits.gz 89
OGLE-BLG501.23.42856 267.65025 -28.277222222222225 2455411.858 26.04 19.46447 22.206745 EUC_LE1_VIS-67070-1-C_20250323T181306.000000Z_01_01_01.00.fits.gz 89
OGLE-BLG501.23.4568 267.68125 -28.22683333333333 2456074.605 57.964 NULL NULL EUC_LE1_VIS-67070-1-C_20250323T181306.000000Z_01_01_01.00.fits.gz 92
OGLE-BLG501.23.50783 267.6669583333333 -28.387833333333333 2455956.49 30.026 18.163926 18.310148 EUC_LE1_VIS-67070-1-C_20250323T180446.000000Z_01_01_01.00.fits.gz 104
OGLE-BLG501.23.68509 267.61125 -28.20175 2455392.778 7.82 20.525215 21.065456 EUC_LE1_VIS-67070-1-C_20250323T182126.000000Z_01_01_01.00.fits.gz 91
OGLE-BLG501.23.78009 267.61241666666666 -28.28227777777778 2456374.646 8.842 20.099075 20.545291 EUC_LE1_VIS-67070-1-C_20250323T175626.000000Z_01_01_01.00.fits.gz 91
OGLE-BLG501.24.1614 267.5174166666667 -28.175666666666668 2457121.605 12.473 19.543373 24.930628 EUC_LE1_VIS-67070-1-C_20250323T175626.000000Z_01_01_01.00.fits.gz 84
OGLE-BLG501.24.16153 267.4927916666667 -28.35575 2457085.042 49.933 19.005153 19.700626 EUC_LE1_VIS-67070-1-C_20250323T175626.000000Z_01_01_01.00.fits.gz 93
OGLE-BLG501.24.44283 267.47425 -28.382555555555555 2457059.526 26.07 18.932867 19.070428 EUC_LE1_VIS-67070-1-C_20250323T181306.000000Z_01_01_01.00.fits.gz 107
OGLE-BLG501.24.67075 267.41379166666667 -28.317527777777777 2456538.496 12.662 18.571736 20.855837 EUC_LE1_VIS-67070-1-C_20250323T161126.000000Z_01_01_01.00.fits.gz 22
OGLE-BLG501.24.82565 267.3655416666667 -28.229111111111116 2456523.519 18.223 18.668246 20.02733 EUC_LE1_VIS-67070-1-C_20250323T163626.000000Z_01_01_01.00.fits.gz 21
OGLE-BLG501.26.100027 268.51554166666665 -28.75611111111111 2456496.426 21.811 18.365481 18.734281 EUC_LE1_VIS-67070-1-C_20250323T201702.000000Z_01_01_01.00.fits.gz 110
OGLE-BLG501.26.106382 268.496125 -28.508777777777777 2455481.069 8.398 NULL NULL EUC_LE1_VIS-67070-1-C_20250323T202522.000000Z_01_01_01.00.fits.gz 104
OGLE-BLG501.26.117919 268.5095 -28.55863888888889 2456497.344 21.933 18.478196 18.694987 EUC_LE1_VIS-67070-1-C_20250323T201702.000000Z_01_01_01.00.fits.gz 99
OGLE-BLG501.26.137566 268.47229166666665 -28.67108333333333 2456870.3 35.531 19.414435 19.568136 EUC_LE1_VIS-67070-1-C_20250323T201702.000000Z_01_01_01.00.fits.gz 116
OGLE-BLG501.26.145620 268.49554166666667 -28.7485 2456250.372 12.242 NULL NULL EUC_LE1_VIS-67070-1-C_20250323T204202.000000Z_01_01_01.00.fits.gz 125
OGLE-BLG501.26.147406 268.4770833333333 -28.71852777777778 2457264.79 14.066 18.710995 19.007533 EUC_LE1_VIS-67070-1-C_20250323T201702.000000Z_01_01_01.00.fits.gz 113
OGLE-BLG501.26.150483 268.479625 -28.73488888888889 2456199.936 22.45 19.369093 19.487112 EUC_LE1_VIS-67070-1-C_20250323T203342.000000Z_01_01_01.00.fits.gz 128
OGLE-BLG501.26.172571 268.463125 -28.577 2456442.533 11.703 18.258199 18.610354 EUC_LE1_VIS-67070-1-C_20250323T204202.000000Z_01_01_01.00.fits.gz 115
OGLE-BLG501.26.17422 268.57591666666667 -28.59105555555556 2456401.462 4.243 NULL NULL EUC_LE1_VIS-67070-1-C_20250323T203342.000000Z_01_01_01.00.fits.gz 111
